airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-04-21,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Air India,2019-05-15,Kolkata,Banglore,09:25:00,13:45:00,1700,2.0,No Info,15532
Spicejet,2019-04-06,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,3873
Jet Airways,2019-03-03,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,5678
Air India,2019-05-01,Kolkata,Banglore,16:45:00,12:30:00,1185,2.0,No Info,14960
Multiple Carriers,2019-03-06,Delhi,Cochin,08:55:00,15:30:00,395,1.0,No Info,15147
Multiple Carriers,2019-05-21,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,10197
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,In-flight meal not included,10539
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,19:50:00,845,1.0,In-flight meal not included,10844
Jet Airways,2019-03-21,Delhi,Cochin,07:05:00,12:35:00,330,1.0,In-flight meal not included,14053
Spicejet,2019-04-01,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Multiple Carriers,2019-06-01,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,13587
Jet Airways,2019-05-09,Delhi,Cochin,10:00:00,19:00:00,540,1.0,In-flight meal not included,12373
Indigo,2019-03-01,Banglore,New Delhi,05:15:00,10:00:00,285,1.0,No Info,8064
Jet Airways,2019-05-09,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,In-flight meal not included,12373
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,22:05:00,1540,1.0,No Info,12692
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,04:40:00,1215,1.0,No Info,13941
Spicejet,2019-05-21,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Multiple Carriers,2019-05-15,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,8073
Indigo,2019-04-12,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No Info,4174
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,16:20:00,1430,1.0,No Info,13044
Spicejet,2019-06-24,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,4760
Indigo,2019-05-06,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3419
Jet Airways,2019-06-12,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,In-flight meal not included,7594
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,12:35:00,425,2.0,No Info,14441
Indigo,2019-05-15,Delhi,Cochin,21:05:00,00:20:00,195,0.0,No Info,6834
Indigo,2019-06-01,Delhi,Cochin,23:30:00,04:35:00,305,1.0,No Info,10112
Air Asia,2019-06-15,Delhi,Cochin,16:45:00,22:25:00,340,1.0,No Info,6853
Jet Airways,2019-06-21,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,7754
Multiple Carriers,2019-05-21,Delhi,Cochin,09:15:00,19:15:00,600,1.0,No Info,8099
Jet Airways,2019-05-06,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,No Info,13584
Multiple Carriers,2019-03-03,Delhi,Cochin,13:00:00,01:35:00,755,1.0,No Info,18286
Jet Airways,2019-03-06,Delhi,Cochin,23:05:00,19:45:00,1240,1.0,No Info,17024
Air India,2019-03-09,Banglore,New Delhi,13:20:00,16:10:00,170,0.0,No Info,8851
Indigo,2019-03-03,Banglore,New Delhi,13:00:00,15:50:00,170,0.0,No Info,12649
Air Asia,2019-06-15,Delhi,Cochin,07:55:00,13:25:00,330,1.0,No Info,6253
Air India,2019-06-03,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6961
Multiple Carriers,2019-03-06,Delhi,Cochin,02:15:00,13:20:00,665,1.0,No Info,17057
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844
Air India,2019-05-15,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,4667
Air India,2019-06-09,Kolkata,Banglore,09:25:00,07:55:00,1350,1.0,No Info,8366
Air India,2019-03-01,Banglore,New Delhi,11:50:00,23:55:00,725,1.0,Change airports,26092
Spicejet,2019-03-21,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3384
Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,19:00:00,450,1.0,No Info,15554
Indigo,2019-05-15,Delhi,Cochin,17:05:00,22:15:00,310,1.0,No Info,6027
Goair,2019-04-06,Banglore,Delhi,20:55:00,23:40:00,165,0.0,No Info,3419
Spicejet,2019-04-27,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Indigo,2019-06-01,Delhi,Cochin,08:35:00,22:30:00,835,1.0,No Info,6442
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,23:35:00,1585,1.0,In-flight meal not included,10844
Air India,2019-05-27,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6961
Indigo,2019-03-24,Kolkata,Banglore,04:15:00,09:50:00,335,1.0,No Info,4150
Air India,2019-05-18,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,12392
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,10:55:00,1520,1.0,No Info,11467
Multiple Carriers,2019-06-06,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,13587
Indigo,2019-03-21,Kolkata,Banglore,17:15:00,19:55:00,160,0.0,No Info,4148
Jet Airways,2019-05-27,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No Info,7229
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,05:05:00,375,1.0,No Info,54826
Multiple Carriers,2019-05-15,Delhi,Cochin,03:50:00,12:35:00,525,1.0,No Info,10197
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,19:45:00,1475,2.0,In-flight meal not included,8834
Indigo,2019-06-09,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,4804
Indigo,2019-04-21,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,10:55:00,870,1.0,No Info,13067
Indigo,2019-03-27,Kolkata,Banglore,15:20:00,17:55:00,155,0.0,No Info,5198
Air India,2019-06-15,Delhi,Cochin,07:05:00,09:25:00,1580,2.0,No Info,10975
Vistara,2019-05-12,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No Info,4668
Jet Airways,2019-06-03,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,6478
Air India,2019-03-03,Banglore,New Delhi,06:55:00,13:20:00,385,1.0,No Info,10924
Indigo,2019-05-21,Delhi,Cochin,04:55:00,11:50:00,415,1.0,No Info,6794
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,19:50:00,1640,1.0,In-flight meal not included,7064
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,12:00:00,975,1.0,In-flight meal not included,11134
Jet Airways,2019-06-09,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,7229
Air India,2019-05-09,Kolkata,Banglore,08:20:00,20:25:00,725,2.0,No Info,11432
Indigo,2019-06-01,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No Info,2227
Spicejet,2019-06-27,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,4957
Multiple Carriers,2019-05-27,Delhi,Cochin,11:40:00,01:30:00,830,1.0,No Info,6795
Air India,2019-03-01,Banglore,New Delhi,10:30:00,21:25:00,655,2.0,No Info,11213
Air India,2019-05-01,Kolkata,Banglore,10:00:00,13:45:00,1665,2.0,No Info,15164
Indigo,2019-05-03,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No Info,3943
Multiple Carriers,2019-05-15,Delhi,Cochin,12:50:00,01:30:00,760,1.0,No Info,7670
Jet Airways,2019-04-18,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No Info,7229
Indigo,2019-05-09,Delhi,Cochin,07:15:00,12:30:00,315,1.0,No Info,5636
Multiple Carriers,2019-05-27,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,9508
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,22:35:00,1525,1.0,In-flight meal not included,10844
Spicejet,2019-03-24,Banglore,New Delhi,20:30:00,23:20:00,170,0.0,No check-in baggage included,5469
